,SRR14291145,SRR14291146,SRR14291147,SRR14291148,SRR14291149,SRR14291150,SRR14291151,SRR14291152,SRR14291153,SRR14291154,SRR14291155,SRR14291156,SRR14291157,SRR14291158,SRR14291159,SRR14291160,SRR14291161,SRR14291162,SRR14291163,SRR14291164,SRR14291165
Synechococcus sp. WH 8101,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,14,15,0,0,0
Halobacillus amylolyticus,14,14,16,0,14,0,11,12,0,15,14,62,0,0,10,14,18,17,13,0,14
Terriglobus roseus,27,0,13,0,0,0,30,35,0,0,0,19,13,0,16,19,43,22,25,35,29
Deefgea piscis,51,16,24,0,0,21,26,27,0,22,17,69,21,0,16,19,33,17,37,31,0
Flagellimonas sp. CMM7,22,0,0,0,0,11,12,0,0,0,0,14,0,0,0,0,15,20,10,0,0
Rouxiella badensis,0,0,16,0,0,0,10,27,0,13,0,0,30,19,26,22,14,0,13,0,16
Xanthomonas translucens,73,75,90,92,0,0,45,85,35,0,38,105,74,26,47,38,49,60,43,28,48
Carnobacterium divergens,22,0,10,0,13,0,22,20,21,0,17,12,16,0,15,13,52,85,56,177,59
Francisella persica,29,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,17,16,0,0
Streptomyces tanashiensis,19,0,41,0,0,0,0,20,0,0,37,17,41,26,66,32,17,25,0,0,15
Faecalibacterium sp. I2-3-92,1095,11757,21443,17796,14650,2371,2297,2324,1475,1291,2363,849,1269,1209,1011,1263,2542,3086,3221,1986,14787
Fontisphaera persica,10,0,0,0,0,0,14,21,11,0,0,0,17,23,43,22,20,28,33,23,19
Polynucleobacter sp. TUM22923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
Ligilactobacillus salivarius,234,72,82,51,52,26,66,52,23,22,47,155,51,47,48,89,121,201,166,90,91
Thauera chlorobenzoica,0,0,0,0,0,0,0,30,0,0,0,0,16,26,30,0,21,16,0,0,19
Leptotrichia trevisanii,35,28,45,22,18,24,32,54,0,0,20,97,27,25,34,27,31,80,35,26,57
[Mycoplasma] anseris,0,0,11,0,0,0,0,0,0,0,11,11,0,0,0,21,0,26,19,0,10
Brevibacterium sp. BRM-1,0,0,0,0,0,0,0,19,0,0,0,0,0,24,23,22,25,0,18,0,25
Candidatus Karelsulcia muelleri,19,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,28,0,0,0
Acidianus ambivalens,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
Clostridium intestinale,88,33,47,13,23,73,117,134,63,81,112,97,86,84,91,78,148,279,188,112,44
Nannocystis poenicansa,25,12,22,17,17,0,39,52,24,22,16,13,41,33,33,37,41,33,39,36,90
Natribaculum luteum,0,0,0,0,0,0,0,30,0,35,21,0,40,29,19,0,0,0,0,0,0
Leisingera methylohalidivorans,0,0,0,0,0,0,15,22,0,0,0,0,14,22,21,27,0,19,24,0,0
uncultured Sphingopyxis sp.,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,15,18,19,28
Chitinophaga horti,36,22,40,36,26,0,17,26,0,0,0,39,47,28,67,0,15,13,11,0,12
Gluconacetobacter diazotrophicus,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,14,0,15,13,0,14
Rahnella aceris,37,0,0,0,0,0,0,0,0,0,0,14,0,13,0,14,0,18,19,0,40
Allobranchiibius sp. GilTou73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Chlamydia trachomatis,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacillus mycoides,107,63,53,39,32,48,103,126,77,94,81,162,132,108,186,118,117,179,144,84,85
Chryseobacterium panacisoli,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
Oceanirhabdus sp. W0125-5,144,0,22,12,0,23,48,59,16,33,50,197,55,62,68,81,106,167,125,82,80
Bradyrhizobium sp. BWA-3-5,18,0,0,0,0,0,0,17,0,0,0,0,21,0,18,0,0,15,18,0,0
Amycolatopsis sp. 2-15,14,0,0,0,0,0,14,21,0,0,0,0,13,19,17,0,22,16,18,15,16
Heyndrickxia oleronia,37,31,44,12,18,24,45,53,30,12,28,39,57,60,69,51,59,100,71,48,59
Cutibacterium acnes,13,10,19,15,10,0,13,20,0,0,0,0,0,13,22,0,14,15,0,12,30
Halobiforma lacisalsi,0,0,28,44,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maribacter sp. Hal144,30,0,12,0,0,0,10,10,0,0,0,20,0,0,0,11,24,29,28,12,0
Serpentinimonas maccroryi,0,0,0,15,0,0,0,14,0,0,0,0,0,0,0,0,18,12,15,0,0
Corynebacterium pseudotuberculosis,0,0,26,0,21,0,21,11,0,0,11,0,0,0,0,0,14,21,11,0,12
Paenibacillus sp. JNUCC-32,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
Massilia putida,20,0,0,0,0,0,13,22,0,0,17,26,29,21,20,26,29,36,32,26,33
Streptobacillus moniliformis,32,11,0,10,0,0,22,23,0,0,0,27,11,0,0,13,34,84,68,29,14
Planococcus glaciei,36,0,36,0,0,0,14,21,0,0,29,27,0,0,18,0,23,35,24,20,47
Mesorhizobium opportunistum,0,0,0,0,0,0,22,30,48,0,0,0,16,46,25,27,54,39,22,16,0
Salinibacterium sp. M195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,0,13,0
Ophiovirus ranunculi,15,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Brevibacillus laterosporus,150,63,190,64,84,73,162,96,72,86,71,204,70,72,78,154,107,189,150,98,196
Comamonas antarctica,16,0,0,0,0,0,16,32,0,44,0,0,27,22,0,0,17,0,19,17,16
Spiroplasma corruscae,17,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,16,32,32,26,20
Methylobacterium sp. WL1,0,0,0,0,0,0,14,20,0,0,0,0,19,0,15,13,14,23,22,18,19
Paenibacillus glucanolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
Spiroplasma clarkii,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,14,0,11
Chryseobacterium sp. JV274,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,111,0,0,0
Kaistella flava (ex Peng et al. 2021),74,0,24,0,10,0,13,11,0,0,0,88,0,0,0,0,15,43,21,14,28
Legionella micdadei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
Pseudolabrys taiwanensis,0,0,0,0,0,0,0,11,0,0,0,0,11,12,0,0,11,17,13,0,39
Candidatus Nanosynbacter sp. HMT-352,75,78,69,37,36,15,13,21,0,0,0,295,0,0,0,20,0,29,26,28,52
Paenibacillus xylanilyticus,39,0,69,0,0,0,0,57,0,0,34,25,0,50,40,44,35,34,49,0,0
Lacticaseibacillus chiayiensis,15,0,0,0,0,0,0,0,0,0,0,54,34,13,33,12,19,32,29,11,0
Halanaerobium praevalens,32,0,14,19,0,18,23,24,23,0,25,51,0,18,15,24,62,109,93,37,19
Anaerostipes hadrus,3502,116371,131341,55056,49777,27199,62587,55714,24331,28187,69190,4142,53579,55619,45297,11465,21826,18198,38105,15039,10253
Campylobacter hepaticus,22,0,0,0,0,0,0,10,0,0,0,34,15,10,11,11,0,0,0,0,0
Brachybacterium saurashtrense,0,0,0,0,0,0,28,17,24,24,0,0,0,19,31,22,24,23,12,0,32
Pseudomonas wenzhouensis,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,26,20,0,0
Yonseivirus soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Mucilaginibacter gotjawali,96,25,40,10,21,10,24,37,13,17,13,104,18,21,20,37,23,33,39,36,17
Caldilinea aerophila,0,0,23,0,0,10,27,45,12,14,17,0,39,35,37,32,26,27,25,40,24
Sulfuricystis multivorans,25,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
Qingshengfaniella alkalisoli,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,12,0,0
Mesorhizobium sp. B2-1-1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,19,0,20,14,0,0,16
Campylobacter sp. RM6914,0,0,0,0,0,14,21,13,0,0,0,0,0,11,11,15,14,28,19,13,12
Psychrobacillus sp. AK 1817,38,0,11,0,0,0,19,13,0,14,11,81,19,19,14,0,16,22,26,0,0
Cardinium endosymbiont of Oedothorax gibbosus,15,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Vibrio furnissii,42,16,23,0,0,0,24,38,28,22,19,47,25,15,18,35,31,49,42,43,17
Streptomyces bathyalis,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,21,14,20,14,13,23
Polaribacter sp. AHE13PA,48,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
Prevotella multiformis,1300,753,1191,981,1001,18,30,48,23,17,21,3941,31,42,31,42,46,31,35,49,50
Moraxella nasibovis,39,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,13
Pontibacter sp. G13,44,0,14,0,0,0,0,12,0,12,0,45,0,11,14,13,14,14,16,14,0
Treponema peruense,85,62,137,65,78,82,138,162,55,89,106,79,194,155,185,122,94,137,136,93,658
Gimesia panareensis,28,0,0,0,0,0,17,24,0,0,10,0,19,0,20,13,13,10,14,12,11
Loktanella salsilacus,45,0,0,10,0,0,0,17,0,0,0,0,18,10,0,11,18,12,14,12,14
Palaeococcus pacificus,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uncultured Roseibium sp.,48,0,0,0,0,0,24,29,0,23,0,14,29,17,21,22,26,29,16,21,21
Streptomyces caniscabiei,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,28
Burkholderia dolosa,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,17,0,31,20,0,0
Truepera radiovictrix,0,0,0,0,0,0,0,18,0,0,0,0,10,0,0,0,16,0,16,10,10
Pseudomonas oryzihabitans,23,0,26,0,19,0,32,32,16,0,0,0,16,17,35,16,38,47,35,34,45
Pseudomonas sp. FDAARGOS_380,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yersinia intermedia,53,0,0,0,0,0,0,32,25,0,0,0,0,26,0,22,0,52,0,0,35
Lactobacillus sp. KimC2,46,0,12,0,0,22,33,26,0,0,13,35,13,24,19,20,22,46,24,18,27
Neorickettsia sennetsu,0,0,0,0,0,0,0,0,0,0,0,0,22,19,27,0,0,0,0,0,0
Nocardioides panacisoli,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,14,11,13,12,0,0
Pengzhenrongella sicca,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Antarcticibacterium sp. 1MA-6-2,89,14,16,15,0,41,67,37,26,60,79,119,49,16,20,18,34,66,173,24,12
Candidatus Kinetoplastibacterium sorsogonicusi,26,13,18,0,0,0,14,11,0,0,0,11,0,15,0,0,0,20,16,0,10
Blohavirus faecalis,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,15
Amphibacillus xylanus,50,11,27,0,0,14,34,34,18,12,13,63,45,41,44,26,31,61,45,36,27
Gimibacter soli,28,0,10,0,0,0,11,12,0,0,0,94,0,0,0,0,15,11,13,0,0
Segatella bryantii,1334,577,798,652,711,216,236,201,187,221,187,3271,176,38,42,71,152,137,223,197,71
Lawsonibacter asaccharolyticus,452,821,1638,2466,901,3453,4448,13419,3001,4082,4934,286,6852,6956,7353,4039,5269,3920,6008,5047,16956
Terasakiella sp. SH-1,24,0,0,0,0,14,15,10,0,0,0,67,10,10,0,17,24,26,24,11,0
Bradyrhizobium septentrionale,21,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
Aggregatibacter sp. oral taxon 513,41,0,0,0,25,0,0,0,0,0,0,60,0,0,0,0,0,15,0,0,0
Luteimonas sp. MC1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,11
Telluria mixta,17,0,0,0,0,0,15,28,0,0,0,0,15,21,22,26,35,52,24,40,26
Novosphingobium kaempferiae,0,0,0,0,0,0,0,29,0,0,0,0,15,13,14,14,18,23,11,27,0
Streptomyces viridosporus,0,0,0,0,0,0,0,0,0,0,0,0,19,0,16,22,0,19,19,0,19
Aquitalea sp. USM4,0,0,0,0,0,0,15,22,23,0,25,15,26,17,13,15,28,21,18,16,25
Photobacterium swingsii,0,0,0,0,0,0,0,13,0,0,19,0,0,0,0,0,11,0,0,13,17
Gilvibacter sp. SZ-19,12,0,22,0,0,0,0,13,0,0,0,39,23,22,31,0,0,14,0,0,12
Dysosmobacter welbionis,1088,2988,3708,5706,3185,2478,6320,13468,3770,5857,4306,742,10339,13633,16451,11654,7448,6574,8758,5027,42684
Methylobacterium tardum,30,0,36,0,21,0,21,45,0,0,32,0,0,13,26,24,21,19,29,0,0
Mycolicibacterium psychrotolerans,0,0,0,0,0,0,0,14,0,0,0,0,0,15,0,15,18,12,13,0,0
Citrobacter braakii,65,0,0,0,0,0,58,79,0,0,0,146,0,0,0,120,75,86,0,0,723
Rodentibacter haemolyticus,16,17,17,12,12,0,0,0,0,0,0,26,0,0,0,0,0,0,20,0,0
Serinicoccus marinus,15,0,0,0,0,0,0,16,0,0,0,37,0,0,32,20,0,11,0,0,0
Streptococcus pneumoniae,191,77,61,27,59,64,95,184,110,74,73,279,84,83,92,180,289,216,163,383,46
Urechidicola croceus,26,0,0,0,0,35,41,29,33,24,27,54,26,11,16,23,56,82,60,56,35
Peribacillus asahii,67,24,41,24,19,18,35,59,26,27,76,67,29,30,32,12,27,76,59,32,32
Marinobacter sp. LQ44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
Acinetobacter proteolyticus,32,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
Thermomonas paludicola,0,0,0,0,0,0,0,17,0,0,0,33,14,11,21,0,0,0,0,0,0
Parageobacillus toebii,0,0,0,0,0,0,169,163,0,0,0,117,0,0,0,0,0,0,115,0,163
Butyrivibrio proteoclasticus,384,335,691,234,305,201,369,501,216,228,354,535,418,385,558,740,385,626,508,294,434
Bacteroides sp. BFG-257,0,7167,8598,10140,9557,1817,2488,2859,2534,3071,1661,0,1415,0,0,0,558,1048,790,879,5116
Microlunatus sp. Gsoil 973,0,0,0,0,0,0,13,21,0,0,0,0,15,13,13,0,15,0,0,11,17
Miltoncostaea marina,0,0,0,0,0,0,0,22,0,0,0,0,0,0,13,11,18,17,0,0,12
Pseudomonas sp. PDNC002,0,0,0,0,0,71,59,49,66,69,25,0,74,25,28,20,29,24,33,48,0
Sulfurimonas lithotrophica,22,12,0,0,0,18,31,36,13,15,37,27,74,38,93,35,29,35,48,15,10
Hymenobacter tibetensis,47,14,17,15,17,24,28,32,0,25,20,50,21,36,37,35,25,28,32,19,21
Halomicroarcula sp. GDY20,18,0,0,0,0,0,0,0,0,0,34,63,0,0,0,0,0,0,0,0,0
Pedococcus dokdonensis,14,0,0,0,0,34,20,14,14,20,0,0,16,22,23,0,18,18,16,15,23
Shewanella halifaxensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,13,0
Pseudomonas sp. CCOS 191,0,0,0,0,0,0,0,53,0,0,0,0,61,67,40,27,0,0,0,0,0
Polynucleobacter sp. KF022,0,0,0,0,0,0,60,39,0,0,0,0,45,0,57,0,0,23,0,0,0
Anaerococcus sp. Marseille-Q7828,19,13,11,12,0,0,10,14,0,0,25,23,14,0,0,12,18,36,26,28,18
Sphingomonas cannabina,0,0,0,0,0,0,14,38,0,0,0,0,14,0,23,15,30,33,22,21,0
Alistipes megaguti,4667,532,435,1001,559,576,823,1797,843,700,726,2567,1110,1373,1393,996,1268,711,1500,1200,2651
Pseudomonas graminis,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,14,0,15
Streptomyces sp. Li-HN-5-11,18,0,0,0,0,0,0,24,0,0,0,59,0,0,14,16,28,21,30,27,16
Mycobacterium avium,42,0,0,0,0,0,23,39,0,0,0,27,17,19,32,30,24,34,37,31,0
Escherichia albertii,33,18,16,18,12,12,38,28,0,0,25,261,19,14,20,18,50,49,42,20,15
Methyloceanibacter sp. wino2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,16,21,23,0
Paenibacillus sophorae,41,13,24,14,0,16,36,52,32,14,33,41,52,36,55,83,42,74,55,51,30
Raoultella planticola,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Thermus oshimai,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,13,11,0,0
Gilliamella apicola,76,27,11,24,31,0,25,10,0,13,25,48,0,0,11,0,31,52,58,32,22
Sulfitobacter dubius,0,0,20,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
Arabiibacter massiliensis,31,25,49,35,19,27,69,148,43,61,41,61,83,103,100,94,122,91,91,90,74
Listeria monocytogenes,164,66,90,115,132,204,77,467,31,15,78,211,102,64,142,281,94,203,157,108,87
Streptomyces chartreusis,0,211,53,67,120,0,0,39,0,0,49,0,38,27,26,34,24,45,30,0,24
Oceanobacillus zhaokaii,37,11,0,0,0,30,25,19,0,0,14,18,28,22,35,19,27,72,32,25,55
Variovorax sp. WDL1,0,0,0,0,0,0,27,24,0,0,0,0,25,38,32,0,34,0,39,0,21
Loigolactobacillus coryniformis,21,25,17,0,0,0,0,0,0,0,15,17,0,0,0,17,0,17,12,11,28
Hungatella xylanolytica,520,537,840,322,340,249,470,553,225,283,447,883,413,372,478,877,392,628,659,350,765
Mycoplasma putrefaciens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
Novosphingobium ginsenosidimutans,19,0,11,0,0,0,12,24,0,13,14,0,21,13,16,0,16,17,20,11,19
Pararhizobium sp. IMCC3301,30,0,0,0,0,0,15,11,0,12,0,11,0,0,13,12,30,27,21,25,19
Sphaerochaeta pleomorpha,40,0,18,0,0,16,30,35,0,12,17,40,49,18,36,22,22,36,48,27,33
Parasphingorhabdus cellanae,0,0,16,0,0,0,0,15,0,0,0,0,21,15,16,0,0,0,10,0,0
Sphingomonas sp. ZFBP2030,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Brevibacillus brevis,207,63,75,50,48,51,111,99,57,50,57,176,79,74,56,143,79,111,118,81,156
Chitinophaga sp. XS-30,50,18,30,14,17,0,19,24,12,20,12,108,0,0,11,13,19,13,17,13,20
Candidatus Xiphinematobacter sp. Idaho Grape,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
Latilactobacillus fuchuensis,19,0,0,0,0,0,11,88,0,0,10,37,0,0,0,0,13,10,0,0,0
Flavobacterium sp. M31R6,59,30,27,33,25,17,0,25,0,18,14,33,13,25,13,49,22,37,53,32,18
Bacillus weihaiensis,31,18,44,14,29,0,14,23,0,0,15,53,37,20,56,10,14,19,17,20,22
Amycolatopsis sp. DSM 110486,0,0,0,0,0,0,24,37,19,16,24,12,17,0,0,0,12,24,31,12,18
Ereboglobus luteus,0,0,0,0,0,0,10,24,0,11,0,0,22,11,18,22,26,27,20,23,10
Pseudodesulfovibrio thermohalotolerans,35,0,0,0,0,0,0,29,0,0,0,0,19,0,0,16,32,35,24,27,26
Raoultella terrigena,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Laceyella sacchari,21,0,14,10,0,10,14,27,0,0,10,26,18,0,13,22,24,19,23,16,17
Weeksella virosa,21,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,18,14,0,0
Atopobium sp. oral taxon 416,39,19,57,27,25,12,32,65,29,31,23,19,29,29,38,36,47,47,51,34,64
Janthinobacterium svalbardensis,0,0,0,0,0,0,34,57,0,0,0,0,0,0,0,0,0,0,0,39,0
Frankia alni,36,0,0,0,0,0,14,19,0,0,0,0,0,0,16,0,0,0,0,0,0
Sinimarinibacterium sp. NLF-5-8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,26,28,25
Jahgtovirus intestinalis,0,0,0,0,0,39,18,72,0,81,275,0,20,0,0,0,0,0,0,12,0
Pirellula sp. SH-Sr6A,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10,0
Paenibacillus sp. JZ16,26,19,14,12,0,21,35,41,16,13,31,37,53,32,70,39,43,47,49,23,47
Deefgea tanakiae,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,22,14,14,11,0,0
Acinetobacter variabilis,68,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0
Gilliamella sp. B3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
Croceicoccus sp. Ery5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,40
Flavobacterium anhuiense,97,14,26,21,25,14,32,39,19,0,33,55,36,44,35,46,55,74,66,57,21
Helicobacter pullorum,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,26,0,18,13,10,0
uncultured Methanobacterium sp.,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,20,14,11,27,20,0
Mycolicibacterium chitae,0,0,0,0,0,0,0,15,0,0,0,0,0,15,17,0,18,0,0,0,0
Proteus columbae,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halotalea alkalilenta,0,0,12,0,0,21,44,26,22,29,15,0,41,22,20,0,0,16,13,12,20
Akkermansia massiliensis,0,0,0,0,0,56,62,85,0,0,0,0,0,0,74,7796,41168,48887,35623,46239,0
Mergibacter septicus,21,0,17,0,0,0,0,10,0,0,0,80,0,0,0,0,17,24,32,0,0
Microbacterium sp. cx-55,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,17,16,11,15,0
Colwellia sp. Arc7-D,0,0,0,0,0,0,0,13,0,0,20,0,0,17,12,0,18,0,21,0,0
Macrococcus epidermidis,35,18,29,0,0,10,21,20,0,0,17,57,39,24,50,28,13,35,41,15,14
Candidatus Pseudomonas adelgestsugas,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,10,0,0
Geothrix sp. PMB-07,0,0,11,0,0,0,11,28,0,0,0,0,26,14,20,17,27,22,15,12,14
Malaciobacter canalis,17,0,0,0,0,0,0,0,0,0,0,21,0,0,0,22,14,26,0,25,0
Neorhizobium galegae,30,18,33,36,61,15,22,62,22,0,20,17,41,22,35,22,56,51,50,25,70
Limnobaculum zhutongyuii,12,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,11,0,0
Aeromicrobium sp. A1-2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,13
Celeribacter ethanolicus,0,0,0,0,0,0,0,21,0,0,0,0,15,0,0,0,29,0,0,21,0
Algoriphagus sp. Y33,57,0,12,0,13,43,64,41,30,39,43,70,55,0,39,37,23,32,42,37,0
Prosthecochloris sp. CIB 2401,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus paragasseri,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micromonospora endophytica,0,0,0,0,0,0,13,24,14,0,0,0,12,16,18,13,12,0,17,0,31
Blautia pseudococcoides,1413,733,1399,796,576,737,1249,1369,562,592,1345,1706,1257,1052,1264,2571,902,1360,1418,944,2351
Lysobacter maris,0,0,0,0,0,0,0,14,0,0,0,0,30,15,0,14,12,20,22,0,0
Micromonospora sp. WMMD1128,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0
Methanobacterium alkalithermotolerans,19,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,22,10,0,28
Metabacillus sediminilitoris,42,18,33,0,0,0,19,44,33,24,13,118,0,17,21,23,35,76,44,24,16
Tritonibacter scottomollicae,36,0,0,0,0,0,0,11,0,0,0,65,0,0,0,0,14,12,0,0,14
Serratia rhizosphaerae,0,0,0,0,0,83,88,23,35,59,40,0,57,0,0,19,20,36,19,22,0
Ornithinimicrobium sp. HY006,0,0,0,0,0,0,16,27,18,0,0,0,21,12,0,0,11,13,16,0,15
Paraphotobacterium marinum,51,16,27,0,0,12,11,11,0,0,0,48,10,0,0,28,13,35,33,21,0
Corynebacterium glutamicum,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,89
Thauera sp. GDN1,0,0,0,0,0,0,0,21,0,0,0,0,0,34,0,0,25,0,0,0,0
Akkermansia sp. EB-AMDK43,0,0,0,0,0,422,543,659,0,0,0,0,0,0,0,0,1105,1038,706,992,0
Desulfovibrio piger,867,26,35,32,19,20,63,98,35,35,29,152,74,40,81,170,299,365,314,187,79
Kordiimonas sp. SCSIO 12603,0,0,0,0,0,0,0,0,0,0,12,0,10,16,10,11,12,11,12,10,0
Leucobacter sp. Psy1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,16,0,10
Burkholderia plantarii,0,0,0,0,0,0,0,37,25,0,42,0,19,29,27,35,42,31,27,27,27
Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0
Sphingomonas radiodurans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,10,0,16
Sulfuriferula sp. AH1,22,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,29
Roseovarius sp. THAF27,0,0,0,0,0,0,0,47,0,0,0,0,37,23,0,0,29,0,0,0,0
Limnospira indica,0,0,0,0,0,0,0,0,0,0,0,0,0,26,41,0,0,0,0,0,0
Zobellella denitrificans,14,0,0,0,0,0,14,22,12,12,0,14,10,0,12,19,17,37,28,16,27
Streptomyces durocortorensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,19,24,34,27,0
Planctomyces sp. SH-PL62,0,11,18,13,0,0,14,29,0,0,0,0,15,20,25,26,31,29,20,25,32
Homoserinibacter sp. YIM 151385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
Amycolatopsis keratiniphila,0,0,0,0,0,0,23,35,0,0,0,0,30,40,35,0,32,22,36,28,15
Desulfuromonas sp. AOP6,0,0,0,0,0,0,0,14,11,0,13,0,21,14,37,14,15,21,11,16,23
Rubrobacter xylanophilus,19,0,17,14,16,16,27,49,0,19,15,0,26,15,29,14,30,26,29,16,47
Siansivirga zeaxanthinifaciens,70,29,16,19,28,0,0,0,0,0,0,54,0,10,0,0,29,24,23,23,0
Nitratifractor salsuginis,12,0,0,18,11,10,14,18,10,0,0,0,0,12,13,0,0,0,15,11,26
Sphingomonas sp. R1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,15,12,19,0,18,0,0
Paracoccus sp. TOH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Flavobacterium faecale,36,0,0,0,0,0,0,0,0,0,0,43,0,16,11,15,23,26,14,27,44
Candidatus Methanomassiliicoccus intestinalis,19,0,10,13,0,12,13,17,0,0,0,28,24,15,35,41,15,21,19,11,10
Alicyclobacillus dauci,0,0,18,10,0,0,10,14,0,0,11,0,15,13,37,13,13,20,20,15,0
Tumebacillus algifaecis,30,0,17,0,13,0,28,51,0,12,14,20,39,38,57,29,29,44,34,25,16
Rhizobium sp. CSC1952,0,0,0,0,0,0,16,48,32,0,14,0,65,46,61,21,50,43,42,52,27
