,sum,noZero,rowMeans
Novacetimonas hansenii,0.0061176442434077005,10,0.0006117644243407701
Bacteroides sp. A1C1,2.8445401476270167,21,0.13545429274414364
Exiguobacterium alkaliphilum,0.0070308049991802,11,0.0006391640908345636
Niallia sp. RD1,0.0125028352930676,14,0.0008930596637905429
Bradyrhizobium lablabi,0.0226099099870735,13,0.0017392238451595
Poseidonibacter lekithochrous,0.011691391493796,12,0.000974282624483
Ottowia testudinis,0.0049831883096913,8,0.0006228985387114125
Methylomonas sp. UP202,0.0019898557567803,5,0.00039797115135605996
Rivularia sp. PCC 7116,0.014782624775533,16,0.0009239140484708125
Blautia wexlerae,62.83980953433834,21,2.9923718825875403
Burkholderia lata,0.0040509810912067,5,0.0008101962182413399
Streptomyces inhibens,0.011032295432587299,13,0.000848638110199023
Blautia producta,0.6109829281501906,21,0.029094425150009078
Candidatus Planktophila versatilis,0.0044496935879287,7,0.0006356705125612429
Streptomyces lydicus,0.03384518534166729,16,0.0021153240838542057
Chryseobacterium sp. G0162,0.007813424865922099,9,0.0008681583184357888
Trueperella pyogenes,0.013809684467294699,17,0.0008123343804291
Moritella sp. 24,0.006823116253982999,10,0.0006823116253982999
Pelolinea submarina,0.0093124379800166,17,0.0005477904694127412
Streptococcus oralis,0.067383166251079,21,0.0032087222024323333
Gimesia alba,0.005399974822516901,10,0.0005399974822516901
Sulfuricaulis limicola,0.0036835150379489,8,0.0004604393797436125
Gallibacterium anatis,0.020933373252151305,21,0.0009968272977214907
Aeromonas dhakensis,0.023852506588823895,17,0.0014030886228719938
Alkalibacter rhizosphaerae,0.027381038657944598,21,0.0013038589837116475
Burkholderia perseverans,0.008741213401366401,12,0.0007284344501138668
Nitratiruptor sp. SB155-2,0.022549054065887697,15,0.0015032702710591798
Bizionia sp. M204,0.0054127940788582995,11,0.0004920721889871181
Lactobacillus gasseri,0.0206740712665099,12,0.0017228392722091583
Paenibacillus chitinolyticus,0.022935259458526397,19,0.0012071189188698104
Methylobacterium nodulans,0.0075380641945648,12,0.0006281720162137333
Desulfocurvibacter africanus,0.014587396431818599,17,0.0008580821430481529
Staphylococcus condimenti,0.0105830155126049,16,0.0006614384695378063
Mycoplasmopsis fermentans,0.0039974466462202995,8,0.0004996808307775374
Gemmobacter aquarius,0.0039321689459322,8,0.000491521118241525
Microbacterium oleivorans,0.0083828304358813,10,0.0008382830435881301
Enterobacter huaxiensis,0.0065672609834739,8,0.0008209076229342375
Saccharomonospora glauca,0.0044749999900741,9,0.0004972222211193445
Gordonia polyisoprenivorans,0.0047684035991988,6,0.0007947339331998
Polycladomyces abyssicola,0.0136997737436762,19,0.000721040723351379
Vibrio nigripulchritudo,0.0040633613729068,8,0.00050792017161335
Streptococcus phage CHPC1046,0.0957080808409079,5,0.01914161616818158
Paracoccus sp. SCSIO 75233,0.010995369753557901,5,0.0021990739507115804
Xylophilus sp. GOD-11R,0.0035655825873341,8,0.0004456978234167625
Antarctobacter heliothermus,0.006095914011232199,11,0.000554174001021109
Achromobacter deleyi,0.022112179658572997,17,0.001300716450504294
Cytobacillus spongiae,0.010888892141442298,16,0.0006805557588401436
Devosia sp.,0.014001391448206198,16,0.0008750869655128874
Hankyongella ginsenosidimutans,0.0042552259927158,7,0.0006078894275308286
Rickettsia endosymbiont of Oedothorax gibbosus,0.0032602540981683,5,0.00065205081963366
Lysinibacillus louembei,0.0190395027587236,20,0.00095197513793618
Leucobacter triazinivorans,0.0026367237995156,6,0.00043945396658593333
Alteriqipengyuania flavescens,0.0025422243675562997,5,0.0005084448735112599
Thermocoleostomius sinensis,0.0036801889966368005,8,0.00046002362457960006
Rubrobacter tropicus,0.0095234839270186,12,0.0007936236605848834
Flammeovirga yaeyamensis,0.010744470856114699,11,0.000976770077828609
Streptococcus acidominimus,0.0124694950866703,12,0.0010391245905558583
Constantimarinum furrinae,0.004855106156924399,9,0.0005394562396582665
Enterococcus sp. FDAARGOS_375,0.025795078559435802,14,0.0018425056113882715
Actinoalloteichus hymeniacidonis,0.008525557613113,10,0.0008525557613112999
Algibacter luteus,0.0035420588379543,6,0.00059034313965905
Gloeothece citriformis,0.0058646084893264,9,0.0006516231654807111
Sulfurovum sp. XGS-02,0.0025000809037486003,7,0.0003571544148212286
Rhodobacter sp. LPB0142,0.0075417473424157,8,0.0009427184178019625
Bacillus altitudinis,0.026780829055844495,21,0.001275277574087833
Methylosinus sp. C49,0.0028631742476102,7,0.00040902489251574286
Pollutimonas thiosulfatoxidans,0.0055816674225544005,10,0.0005581667422554401
Streptomyces sp. NEAU-sy36,0.0040993601039186,5,0.00081987202078372
Chlorobium limicola,0.011130496051506802,15,0.0007420330701004535
Alicyclobacillus fastidiosus,0.0186664536439348,21,0.0008888787449492763
Campylobacter sp. CCUG 57310,0.012617950455747502,17,0.000742232379749853
Microbacterium sp. zg-B96,0.0052307165762215,7,0.0007472452251745
Labilithrix luteola,0.0091653181874904,16,0.00057283238671815
Anaerobutyricum hallii,18.581359074477735,21,0.8848266225941779
Aliarcobacter thereius,0.010272553586311699,11,0.0009338685078465181
Cellulomonas sp. Y8,0.0097452374572846,11,0.0008859306779349635
Porphyrobacter sp. LM 6,0.0033827007529534,5,0.00067654015059068
Rossellomorea vietnamensis,0.028694410785842298,19,0.0015102321466232789
Paracoccus sediminicola,0.0033943921821129003,6,0.00056573203035215
Actinobacillus pleuropneumoniae,0.0169798315996865,10,0.00169798315996865
Paraburkholderia dioscoreae,0.0035605517260357,7,0.0005086502465765285
Mucilaginibacter ginsenosidivorax,0.011802271781928702,15,0.0007868181187952468
Halosimplex sp. XZYJT29,0.0037220871407485003,6,0.0006203478567914167
Methanothermococcus okinawensis,0.0071633832604973005,10,0.00071633832604973
Acidovorax sp. RAC01,0.0038051497187481997,6,0.0006341916197913667
Lacticaseibacillus manihotivorans,0.0137230860195555,16,0.0008576928762222188
Paludibacterium yongneupense,0.0021414197676745002,5,0.0004282839535349
Candidatus Sulfuricurvum sp. RIFRC-1,0.004000386342808001,8,0.0005000482928510001
Paenibacillus typhae,0.031722952999927695,21,0.0015106168095203663
Sinorhizobium sp. RAC02,0.0023851396430557997,5,0.00047702792861115996
Pseudomonas sp. DTU_2021_1001937_2_SI_NGA_ILE_001,0.0036616940279863997,5,0.00073233880559728
Desulfitobacterium dehalogenans,0.020724071042472002,20,0.0010362035521236002
Aureimonas sp. AU20,0.006673789103186601,11,0.000606708100289691
Iamia sp. SCSIO 61187,0.0042702743525297,9,0.0004744749280588556
Haemophilus parahaemolyticus,0.0046155509923088,5,0.0009231101984617599
Tessaracoccus sp. MC1865,0.002406207133906,5,0.0004812414267812
Azospirillum ramasamyi,0.0057243322226385,8,0.0007155415278298125
Empedobacter brevis,0.0168310861917981,16,0.0010519428869873813
Romboutsia sp. 13368,0.1131780455380733,19,0.005956739238845963
Paenibacillus sp. sptzw28,0.0260428706564676,21,0.0012401366979270286
Pseudomonas sp. StFLB209,0.009483994267985399,13,0.0007295380206142614
Neorhizobium petrolearium,0.006621671451606899,10,0.00066216714516069
Micromonospora echinofusca,0.012230588976154198,14,0.0008736134982967284
Candidatus Carsonella ruddii,0.0035248443040591,7,0.0005035491862941571
Pseudoalteromonas phenolica,0.0024796680342849997,5,0.0004959336068569999
Acidipropionibacterium jensenii,0.0060285303931021,10,0.00060285303931021
Robbsia andropogonis,0.0041084295124062,10,0.00041084295124062004
Aequorivita sublithincola,0.007385588256758998,11,0.000671417114250818
Noviherbaspirillum sp. UKPF54,0.005799753438803399,10,0.0005799753438803399
Mannheimia bovis,0.0034200717703164003,6,0.0005700119617194
Gardnerella vaginalis,0.020273309974266,20,0.0010136654987133
Jeongeupia sp. HS-3,0.0077844940586487,13,0.0005988072352806692
Streptococcus cristatus,0.021051599198319403,21,0.0010024571046818764
Photobacterium sp. TY1-4,0.004670647872376701,8,0.0005838309840470877
Shewanella marisflavi,0.0066742633671541,11,0.0006067512151958273
Desulfobacter hydrogenophilus,0.0069778280194712,7,0.0009968325742101714
Hymenobacter sp. NBH84,0.010467387448923901,10,0.0010467387448923901
Borreliella garinii,0.012803927548417901,13,0.000984917503724454
Azospira inquinata,0.0050332953446263,7,0.0007190421920894714
Amycolatopsis albispora,0.0206554823522636,15,0.0013770321568175733
Niveibacterium microcysteis,0.0100820798420265,15,0.0006721386561351
Acidilutibacter cellobiosedens,0.051340317582741296,21,0.0024447770277495856
Bacteroides helcogenes,0.8137601706086552,21,0.03875048431469787
Aggregatibacter actinomycetemcomitans,0.010620514045377099,14,0.0007586081460983642
Rickettsia endosymbiont of Ceutorhynchus assimilis,0.0076965933211647995,8,0.0009620741651455999
Ruania alkalisoli,0.0055838629530300995,11,0.0005076239048209182
Aureispira sp. CCB-E,0.012332790421424399,16,0.0007707994013390249
Oceanihabitans sp. IOP_32,0.012828299710297,19,0.000675173668963
Tissierella sp. MB52-C2,0.0302731991470267,21,0.0014415809117631763
Sanguibacter sp. 4.1,0.0038550891334548,8,0.00048188614168185
Polaribacter sp. Q13,0.0252459570578242,18,0.0014025531698791222
Solibacillus sp. R5-41,0.015733620054286898,18,0.0008740900030159387
Hyphomonas sp. CACIAM 19H1,0.007727780097827101,13,0.000594444622909777
Leptotrichia buccalis,0.010848109952460001,11,0.0009861918138600002
Ferribacterium limneticum,0.0186740633968152,18,0.0010374479664897332
Cardiobacterium sp. Marseille-Q4385,0.0135895031085061,16,0.0008493439442816312
Legionella israelensis,0.0042547883468179995,9,0.0004727542607575555
Gallaecimonas kandeliae,0.0079765490065727,14,0.0005697535004694786
Treponema sp. OMZ 788,0.0159111963319043,8,0.0019888995414880377
Planococcus antarcticus,0.006003427504423201,10,0.0006003427504423201
Candidatus Thioglobus sp. NP1,0.0041104410999354005,7,0.000587205871419343
Vibrio harveyi,0.0106380688455832,10,0.0010638068845583199
Staphylococcus saccharolyticus,0.0054972805849589,10,0.00054972805849589
Sphingomonas panacisoli,0.005847033686464,9,0.0006496704096071111
Gilliamella sp. ESL0405,0.0045650282792086,9,0.0005072253643565111
Lysobacter capsici,0.0176777855434022,16,0.0011048615964626375
Coriobacterium glomerans,0.021166154286483798,17,0.0012450678992049294
Acholeplasma hippikon,0.0078613444897368,12,0.0006551120408114001
Sphingosinithalassobacter tenebrarum,0.0018834732080141,5,0.00037669464160282
Clostridium cochlearium,0.021495245080723,20,0.0010747622540361501
Hyphomonas sp. KY3,0.0050981201223908,9,0.0005664577913767556
Shewanella amazonensis,0.0034916002460166004,7,0.0004988000351452286
Gordonia sp. X0973,0.0085598475906415,10,0.00085598475906415
Spirochaeta africana,0.0092402637323133,16,0.0005775164832695813
Ornithinimicrobium ciconiae,0.005239579929203099,8,0.0006549474911503874
Endozoicomonas montiporae,0.0094441402840108,17,0.0005555376637653411
Agromyces laixinhei,0.0035501980701601,7,0.0005071711528800143
Anaerohalosphaera lusitana,0.013175749240014701,17,0.0007750440729420412
Flavobacterium alkalisoli,0.0073735881706475,14,0.0005266848693319643
Mucilaginibacter mallensis,0.014496628054821497,13,0.001115125234986269
Actinomyces urogenitalis,0.0019306291908616,5,0.00038612583817232004
Streptosporangium roseum,0.009309766699606401,11,0.0008463424272369455
Janthinobacterium sp. 17J80-10,0.0020667228562576,5,0.00041334457125152
Streptococcus ratti,0.0099668170637199,16,0.0006229260664824938
Parageobacillus thermoglucosidasius,0.020217795040319,17,0.0011892820611952351
Defluviitoga tunisiensis,0.0099424236767705,11,0.0009038566978882272
Cyclonatronum proteinivorum,0.0105013650171467,15,0.0007000910011431133
Chryseobacterium balustinum,0.014611629149535201,15,0.0009741086099690135
Mycolicibacterium rufum,0.0067645815846197,10,0.00067645815846197
Trichormus azollae,0.003906741751498501,6,0.0006511236252497501
Clostridium sp. JS66,0.026330606981764,18,0.0014628114989868888
Akkermansia glycaniphila,0.012379384399882199,14,0.0008842417428487285
Streptomyces sp. M92,0.004060642090427001,5,0.0008121284180854001
Paraburkholderia phenoliruptrix,0.0077880692631893,13,0.0005990822510145616
Hoeflea sp. IMCC20628,0.0030905475958555003,5,0.0006181095191711
Streptomyces aurantiacus,0.0120327499762183,14,0.00085948214115845
Acuticoccus sp. I52.16.1,0.0107392008019496,15,0.0007159467201299733
Spirochaeta thermophila,0.0108915613984198,16,0.0006807225874012375
Devosia sp. SL43,0.0078296574312471,13,0.0006022813408651616
Corynebacterium aquatimens,0.0182789834382207,8,0.0022848729297775877
Synechococcus sp. BMK-MC-1,0.0094756030592122,12,0.0007896335882676834
Pseudoalteromonas rubra,0.0158074713779389,20,0.000790373568896945
Francisella halioticida,0.0140660902128612,15,0.0009377393475240801
Planctomyces sp. SH-PL14,0.008947326597638,14,0.0006390947569741429
Delftia acidovorans,0.026546773828823405,19,0.0013971986225696528
Gephyromycinifex aptenodytis,0.0058685490532467,9,0.0006520610059163
Phytohabitans suffuscus,0.014705212783065198,19,0.0007739585675297473
Sphingobacterium multivorum,0.0381634528649006,21,0.0018173072792809811
Actinomyces capricornis,0.0020101324832358,5,0.00040202649664715996
Pseudomonas palleroniana,0.0031109022421027,8,0.0003888627802628375
Nitrogeniibacter aestuarii,0.005834100181010799,9,0.0006482333534456444
Evansella sp. LMS18,0.0150325781717194,18,0.0008351432317621889
Streptomyces gardneri,0.0038710546374391,6,0.0006451757729065167
Mycobacterium paraterrae,0.0054104146694024,10,0.0005410414669402401
Photobacterium toruni,0.0076982934805268,7,0.0010997562115038285
Paenibacillus graminis,0.0241506776194997,21,0.0011500322675952238
Spirosoma sp. KUDC1026,0.00539649207049,12,0.00044970767254083334
Aliarcobacter butzleri,0.0222168705550017,18,0.0012342705863889834
Microbacterium chocolatum,0.0105941302142792,12,0.0008828441845232667
Nocardiopsis dassonvillei,0.0251588147075474,13,0.0019352934390421078
Zymomonas mobilis,0.0178472365750166,17,0.0010498374455892117
Micromonospora narathiwatensis,0.0024191850082236,5,0.00048383700164472004
Mycobacterium sp. IDR2000157661,0.0086625564750098,12,0.0007218797062508168
Nonlabens sp. Ci31,0.0037927815876408,8,0.0004740976984551
Streptomyces sp. N50,0.0129644277780946,15,0.0008642951852063066
Fusobacterium nucleatum,0.06341781234180291,21,0.0030198958258001386
Thalassospira marina,0.0054993921569081,8,0.0006874240196135125
Herbaspirillum robiniae,0.007338451097552001,12,0.0006115375914626668
Pseudooceanicola nitratireducens,0.0034450854488384005,8,0.00043063568110480007
Spirosoma rhododendri,0.016385637615776796,21,0.0007802684578941332
uncultured Anaeromusa sp.,0.032036366007122605,21,0.0015255412384344099
Uruburuella testudinis,0.005943024027241101,9,0.000660336003026789
Mycolicibacterium fortuitum,0.0130742873789084,8,0.00163428592236355
Verminephrobacter eiseniae,0.007091569706857199,12,0.0005909641422380999
Limosilactobacillus fermentum,0.019930651933469896,18,0.0011072584407483274
Paracidovorax citrulli,0.0052035169089284,7,0.0007433595584183428
Microbacterium sp. KUDC0406,0.0030836400524054002,5,0.0006167280104810801
Methylobacterium organophilum,0.0051854190192093,8,0.0006481773774011625
Erysipelothrix sp. HDW6A,0.012144647825765301,17,0.0007143910485744295
Candidatus Midichloria mitochondrii,0.0033887218511630002,9,0.00037652465012922226
Enterobacter cloacae,0.0240608736139857,14,0.0017186338295704072
Rubrobacter radiotolerans,0.0031185146632769,6,0.0005197524438794834
Roseovarius indicus,0.0123144548265109,10,0.00123144548265109
Salisediminibacterium beveridgei,0.008529497267682101,15,0.0005686331511788067
Pseudogulbenkiania sp. NH8B,0.0039126269198718,8,0.000489078364983975
Hafnia paralvei,0.007178261966309401,8,0.0008972827457886751
Acinetobacter equi,0.005018696664220599,11,0.0004562451512927817
Mycoplasma iguanae,0.0020937979678664997,5,0.00041875959357329993
Amygdalobacter indicium,0.037143260370074,21,0.0017687266842892379
Corynebacterium riegelii,0.0064282247055332,13,0.0004944788235025538
Lacinutrix sp. 5H-3-7-4,0.010525376217493899,15,0.0007016917478329266
Occallatibacter riparius,0.007268639641173601,12,0.0006057199700978001
Isoptericola dokdonensis,0.0080825598662725,10,0.00080825598662725
Spiribacter halobius,0.004522840205512001,10,0.0004522840205512001
Elizabethkingia bruuniana,0.007801234020930199,14,0.0005572310014950142
Staphylococcus haemolyticus,0.031064734584537002,18,0.0017258185880298334
Picrophilus oshimae,0.006696531995295601,13,0.0005151178457919693
Niallia sp. Man26,0.0225551396969055,21,0.0010740542712812144
Lactobacillus sp. Kim32-2,0.0059015545875953,13,0.0004539657375073308
Pseudodesulfovibrio portus,0.0110669322270502,13,0.0008513024790038615
Sphingomonas naphthae,0.0029349214145754,5,0.0005869842829150801
Plesiomonas shigelloides,0.007112923323516899,13,0.0005471479479628384
Aquitalea denitrificans,0.006918189897683901,11,0.0006289263543349001
Francisella hispaniensis,0.0075533435564501,8,0.0009441679445562625
Planococcus sp. 107-1,0.0194365742592755,19,0.0010229775925934472
Chryseobacterium nepalense,0.0070407644188221,6,0.00117346073647035
Candidatus Mycobacterium wuenschmannii,0.002367931778808,6,0.000394655296468
Lactococcus piscium,0.003954583110247,7,0.000564940444321
Corynebacterium terpenotabidum,0.0029656199050353,6,0.00049426998417255
Halothece sp. PCC 7418,0.0037509024914134997,6,0.0006251504152355833
Paenibacillus sp. BIHB 4019,0.0180580164654022,20,0.00090290082327011
Sphingobium sp. SYK-6,0.0043828775102721,9,0.00048698639003023333
Actinoplanes sp. OR16,0.0121344078532231,12,0.0010112006544352582
Hwangdonia sp. SCSIO 19198,0.0053004400275003,11,0.00048185818431820907
Lysinibacillus sphaericus,0.0425776273613105,19,0.0022409277558584476
Bordetella pseudohinzii,0.014734757288736,12,0.001227896440728
Streptococcus vestibularis,0.0228097186794846,19,0.0012005115094465579
Hyphomicrobium sp. DMF-1,0.0063443136532036004,11,0.0005767557866548727
Sulfurovum indicum,0.0026326657404716998,6,0.00043877762341194994
Bacillus cereus,0.1763297205194018,21,0.008396653358066752
Vibrio mangrovi,0.010023398328494798,16,0.0006264623955309249
Pseudoalteromonas xiamenensis,0.0026511581045481,6,0.00044185968409135
Streptomyces galilaeus,0.0075051842285346,9,0.0008339093587260666
Thermosulfurimonas marina,0.0025038046775954998,5,0.0005007609355191
Blautia hansenii,1.0571358916381368,21,0.0503398043637208
Staphylococcus capitis,0.0065364311105667,10,0.00065364311105667
Candidatus Pelagibacter sp. IMCC9063,0.0093242830616368,10,0.00093242830616368
Bradyrhizobium sp. C-145,0.010373520189999,7,0.0014819314557141428
Gordonia sp. PP30,0.0038081224344538,8,0.000476015304306725
Macrococcus brunensis,0.0118256532540034,18,0.0006569807363335222
Halopseudomonas xinjiangensis,0.0044964039180519005,7,0.0006423434168645572
Elioraea tepida,0.0042927907521028,10,0.00042927907521028
Chlorobium phaeobacteroides,0.0051415609215914,10,0.00051415609215914
Paremcibacter congregatus,0.0035125258395181,8,0.0004390657299397625
Simiaoa sunii,31.529438312221323,21,1.5014018243914915
Bacteroides faecium,0.8076964006680776,21,0.03846173336514655
Vogesella sp. LIG4,0.007882485576050702,12,0.0006568737980042252
Planococcus versutus,0.0033069903700790994,7,0.0004724271957255856
Cytobacillus dafuensis,0.0201731722576598,18,0.001120731792092211
Hymenobacter monticola,0.011650441520348803,15,0.0007766961013565869
Paenibacillus sp. CAA11,0.018216569484513195,20,0.0009108284742256597
Croceibacterium sp. D39,0.0040567692740757,7,0.0005795384677251
Brevibacterium spongiae,0.0049586057146027,7,0.000708372244943243
Moraxella osloensis,0.013216378753959299,17,0.000777434044350547
uncultured Caproiciproducens sp.,0.1707364924101291,21,0.008130309162387099
Aquimarina sp. AD10,0.0112490051444682,13,0.0008653080880360154
Rhodothermus marinus,0.016933365555557696,20,0.0008466682777778848
Lacrimispora xylanolytica,0.2971886765248919,21,0.014151841739280566
Sphingorhabdus lacus,0.0021059104410796,7,0.0003008443487256571
Bacteroides sp. M10,1.1381754828601605,21,0.0541988325171505
Ethanoligenens harbinense,0.1762307402694051,21,0.008391940012828815
Sphaerotilus sulfidivorans,0.010724074098303798,14,0.0007660052927359856
Devosia sp. FJ2-5-3,0.0025205609990119,6,0.00042009349983531665
Enterococcus mundtii,0.012799129259235998,16,0.0007999455787022499
Flavobacterium inviolabile,0.0091114468956857,14,0.0006508176354061214
Methylobacterium currus,0.0061374854566951,7,0.0008767836366707285
Halobellus sp. DFY28,0.0035516822184139003,6,0.0005919470364023167
Anoxybacillus amylolyticus,0.00530703323472,10,0.0005307033234719999
Leclercia pneumoniae,0.0021173253358345,5,0.0004234650671669
Capnocytophaga sputigena,0.0184000375323445,14,0.0013142883951674643
Dialister pneumosintes,0.04256740847926681,21,0.0020270194513936574
Sulfurimonas sp. HSL-3221,0.0084333826870724,13,0.0006487217451594154
Arthrobacter sp. FW305-BF8,0.0033545404343468,6,0.0005590900723911333
Bifidobacterium breve,0.11900516466099159,21,0.0056669126029043615
Corynebacterium simulans,0.0064912832724787995,9,0.0007212536969420888
Paenibacillus sp. FSL R7-0331,0.024472328242098797,21,0.0011653489639094666
Phyllobacterium sp. T1293,0.0046521295400832,12,0.0003876774616736
Streptomyces yatensis,0.0102423587075325,9,0.0011380398563924999
Achromobacter ruhlandii,0.004498002244437699,7,0.0006425717492053856
Sediminibacterium sp. TEGAF015,0.0091924168557587,15,0.0006128277903839133
Syntrophotalea acetylenivorans,0.005951528249365801,13,0.0004578098653358308
Crossiella sp. CA-258035,0.0173171255801204,15,0.0011544750386746933
Stygiolobus caldivivus,0.0031885004395506003,7,0.0004555000627929429
Nitrosomonas ureae,0.0067171024602691,9,0.0007463447178076778
Halomonas sp. GT,0.011066602607812002,8,0.0013833253259765003
Variovorax paradoxus,0.0800061586618836,21,0.003809817079137314
Phreatobacter cathodiphilus,0.013802987247913,15,0.0009201991498608667
Aliarcobacter faecis,0.006052782854215799,11,0.0005502529867468909
Streptococcus himalayensis,0.0089360379553254,16,0.0005585023722078375
Staphylococcus edaphicus,0.0047812963978482,10,0.00047812963978481995
Streptomyces liliifuscus,0.004826866801739199,9,0.0005363185335265777
Serratia liquefaciens,0.009422420123632499,12,0.0007852016769693749
Rhizobium lusitanum,0.0070856624395353,11,0.0006441511308668455
Thalassomonas actiniarum,0.004269148224297501,11,0.0003881043840270456
Syntrophobotulus glycolicus,0.0337539051863282,21,0.0016073288183965809
Saccharopolyspora gregorii,0.0068253764784411,9,0.0007583751642712334
Pseudomonas tolaasii,0.0023724924940916998,6,0.00039541541568194994
Methanomicrobium antiquum,0.0106082475777031,19,0.0005583288198791105
Kitasatospora sp. HUAS 3-15,0.011217541861139001,11,0.0010197765328308183
Anaerotignum sp. MB30-C6,0.09221114375371371,21,0.004391006845414939
Oxalobacter vibrioformis,0.0022320571550718,6,0.0003720095258453
Corynebacterium tuberculostearicum,0.009971401008893701,14,0.0007122429292066929
Aminipila butyrica,0.0652787887069813,21,0.0031085137479514905
Aquaspirillum sp. LM1,0.0103279469455069,15,0.0006885297963671267
Nocardioides cynanchi,0.0050823624993907995,10,0.00050823624993908
Carnobacterium viridans,0.0103031219873024,15,0.0006868747991534934
Vibrio gazogenes,0.0044096836958381,10,0.00044096836958381
Shinella sp. H4-D48,0.007273478983697299,8,0.0009091848729621624
Sporosarcina sp. P33,0.0157994262043547,8,0.0019749282755443377
Caballeronia sp. Lep1P3,0.0109289000907283,13,0.0008406846223637154
Roseateles sp. DAIF2,0.011385007008090302,14,0.0008132147862921644
Chitinophaga sp. HK235,0.023756860261792998,20,0.0011878430130896499
Mesoplasma florum,0.0093098703839275,10,0.00093098703839275
Micrococcus lylae,0.0095388733949324,11,0.0008671703086302183
Pandoraea pulmonicola,0.005463331174918699,9,0.0006070367972131888
Arthrobacter sp. NicSoilC5,0.0083659224336953,6,0.0013943204056158832
Gloeobacter violaceus,0.0046810683679187,7,0.0006687240525598142
Fusobacterium vincentii,0.023277998856216595,13,0.0017906152966320457
Intestinimonas butyriciproducens,1.6821065292502364,21,0.08010031091667792
Anaerococcus prevotii,0.020567103632250196,19,0.001082479138539484
Paracoccus jeotgali,0.0039230510058709004,7,0.0005604358579815572
Klebsiella aerogenes,0.0140191716192224,14,0.0010013694013730286
Cognatishimia activa,0.0020049642090322,5,0.00040099284180644
Streptomyces akebiae,0.0052785290419259,6,0.0008797548403209833
Cryobacterium sp. SO2,0.0066494122131137,8,0.0008311765266392125
Pararhizobium sp. YC-54,0.009566642186935901,17,0.000562743658055053
Streptomyces sp. FXJ1.172,0.014736425198652401,13,0.0011335711691271078
Syntrophothermus lipocalidus,0.002707438658238,5,0.0005414877316476
Collimonas arenae,0.011939478780931698,15,0.0007959652520621132
Leptospira borgpetersenii,0.0039796881048182,5,0.0007959376209636399
Sphingobium sp. YG1,0.011608481602096397,13,0.0008929601232381845
Mycolicibacterium litorale,0.0105003273461619,14,0.0007500233818687072
Pseudonocardia broussonetiae,0.0114568574099785,16,0.0007160535881236562
Ilyobacter polytropus,0.012244161945828,14,0.0008745829961305714
Streptococcus parasuis,0.0409412823598207,21,0.0019495848742771763
Staphylococcus argenteus,0.021897871710932604,17,0.0012881101006430944
Dictyoglomus turgidum,0.0084479010895049,14,0.0006034215063932072
Flavobacterium sp. I3-2,0.008721635422504198,9,0.0009690706025004664
Mycolicibacterium diernhoferi,0.0101737777128404,15,0.0006782518475226934
Edaphobacter sp. 4G125,0.0025110861980348997,7,0.0003587265997192714
Amycolatopsis sp. Hca4,0.0129308380153308,16,0.000808177375958175
Aminithiophilus ramosus,0.0102362345514132,18,0.0005686796973007333
Bacillus safensis,0.019193539963242804,18,0.0010663077757357114
Bacillus swezeyi,0.013350281320825202,19,0.0007026463853065896
Streptococcus sp. Marseille-Q3533,0.010557472937561,14,0.0007541052098257857
uncultured Gellertiella sp.,0.0054443662851569995,8,0.0006805457856446249
Luteimonas yindakuii,0.0077023353957567,10,0.00077023353957567
Microlunatus elymi,0.004761629267464599,9,0.0005290699186071777
Acinetobacter calcoaceticus,0.0046705322057635,8,0.0005838165257204375
Leifsonia sp. PS1209,0.0063314303426583,11,0.0005755845766053
Xiamenia xianingshaonis,0.03624460599304889,20,0.0018122302996524445
Macrococcus canis,0.020211113789765,17,0.0011888890464567647
Nitratireductor kimnyeongensis,0.007422825235707801,9,0.0008247583595230889
Pediococcus claussenii,0.0045553021813019,9,0.0005061446868113223
Aquibium oceanicum,0.0073747486538860004,11,0.0006704316958078182
Prevotella nigrescens,0.17588530390783277,21,0.008375490662277751
Staphylospora marina,0.015312529553601299,18,0.0008506960863111832
Selenomonas sputigena,0.1251749814570782,21,0.005960713402718009
Hypericibacter terrae,0.0090585850192249,14,0.0006470417870874928
Mesorhizobium sp. AR07,0.0083036818366569,7,0.0011862402623795572
Marivirga tractuosa,0.0136883984933828,16,0.000855524905836425
Enterobacter kobei,0.0371217437387717,16,0.0023201089836732314
Spiroplasma ixodetis,0.0120705051922836,13,0.0009285003994064307
Nitrospira moscoviensis,0.0092386433313608,13,0.0007106648716431384
Chryseobacterium salivictor,0.0058934531214287,8,0.0007366816401785875
Christiangramia salexigens,0.0031194287963189995,7,0.0004456326851884285
Dialister succinatiphilus,0.09888588104025131,21,0.004708851478107205
Bradyrhizobium sp. CCGE-LA001,0.007173442812052899,8,0.0008966803515066124
Capnocytophaga leadbetteri,0.008688169132305001,8,0.0010860211415381251
Synechococcus sp. RSCCF101,0.0044352648585968,9,0.0004928072065107556
Arcobacter cloacae,0.0034536279982921,7,0.0004933754283274428
Neisseria zalophi,0.0074527422714402,12,0.00062106185595335
Aegicerativicinus sediminis,0.010063908156784302,12,0.0008386590130653585
Faecalibacterium sp. IP-3-29,4.687328070593037,21,0.22320609859966845
Methanogenium sp. S4BF,0.004570602768306201,11,0.00041550934257329096
Celerinatantimonas diazotrophica,0.0067597915915413,11,0.0006145265083219363
Agrobacterium tumefaciens,0.1231038973144595,21,0.005862090348307596
Flavisolibacter tropicus,0.007671683312203601,15,0.0005114455541469068
